sn,hn 
20170928,
20171024,
20160126,
20160317,
20170817,
20170227,
20170418,
20180122,
20170915,
20170724,
20160922,
20170203,
20160714,
20170706,
20170608,
20161019,
20161124,
20160614,
20151113,
20151116,
20170828,
20170914,
20170315,
20170718,
20170717,
20170306,
20171020,
20171020,
20171018,
20170707,
20170428,
20170428,
20171020,
20171214,
20171102,
20170614,
20170614,
20170307,
20161121,
20161216,
20170103,
20161213,
20170120,
20160628,
20160407,
20160902,
20161011,
20170309,
20170125,
20170202,
20170810,
20170726,
20160927,
20161017,
20170811,
20170612,
20160913,
20170327,
20170207,
20170213,
20170607,
20151229,
20160108,
20170113,
20170116,
20170727,
20170525,
20170324,
20180103,
20170911,
20170404,
20171013,
20170406,
20180207,
20180131,
20180205,
20171016,
20170718,
20180105,
20180221,
20170711,
20170713,
20171013,
20171106,
20170512,
20170214,
20170908,
20171017,
20170314,
20170314,
20170413,
20170518,
20180222,
20171227,
20171113,
20170525,
20170419,
20171219,
20170605,
20170821,
20170822,
20170328,
20171110,
20171215,
20171023,
20170320,
20170919,
20171110,
20170508,
20180104,
20170315,
20171110,
20171110,
20180126,
20170307,
20170516,
20170907,
20170907,
20170216,
20171025,
20171025,
20171026,
20171031,
20170404,
20170728,
20171122,
20171108,
20170817,
20170817,
20180208,
20170912,
20170918,
20170608,
20180130,
20090513,
20090629,
20091209,
20100512,
20110411,
20111005,
20060118,
20010607,
20030403,
20011214,
20011106,
19830607,
20020501,
20130719,
20070125,
20130802,
19900618,
20141020,
20150210,
20140603,
20020501,
19960816,
19981102,
20081112,
20080211,
20080211,
20151012,
20150722,
20020528,
20031004,
20020501,
20120116,
20130715,
20160613,
20150604,
20150707,
20151119,
20150610,
20170206,
20160905,
20160315,
20160630,
20151117,
20151204,
20160831,
20160203,
20170613,
20170118,
20170707,
20160930,
20170310,
20130725,
20000131,
19890707,
20131108,
20070315,
20090410,
20090422,
20090615,
20090904,
20100412,
20100413,
20110107,
19981218,
19981231,
20110718,
20110722,
20050729,
20011203,
20140804,
20141016,
20141210,
20080812,
20140717,
19980605,
20110523,
20130515,
20070713,
20041029,
19900627,
20020521,
19930315,
20021209,
20020201,
20010622,
19970501,
19890829,
19960801,
19981210,
19990719,
19951229,
20070912,
20080211,
20050401,
20070409,
20070627,
20050519,
20011129,
20120227,
20121214,
20160406,
20151023,
20151105,
20150604,
20160524,
20150625,
20170707,
20150721,
20160415,
20170215,
20160601,
20161227,
20170904,
20171019,
20170928,
20170911,
20171211,
20171016,
20170619,
20170605,
20170920,
20170922,
20180209,
20170705,
20180228,
20170614,
20170615,
20171114,
20170228,
20170727,
20170821,
20160729,
20151228,
20170110,
20170106,
20170203,
20170214,
20161012,
20161114,
20170124,
20151109,
20161124,
20151111,
20160725,
20171103,
20160504,
20160829,
20170720,
20150921,
20180223,
20160405,
20160318,
20161116,
20150528,
20160524,
20160613,
20151013,
20150416,
20151028,
20151211,
20160118,
20170622,
20150622,
20160704,
20150731,
20150817,
20150317,
20150326,
20110928,
20111128,
20111201,
20120131,
20120405,
20120525,
20020413,
19980818,
20131122,
20060428,
20021120,
20020207,
20031027,
19990410,
19940413,
20040420,
20060420,
20141217,
20141230,
20150107,
20150122,
20150225,
20150227,
20110927,
20140327,
20140410,
20140423,
20140509,
20140708,
20140725,
20140812,
20140902,
20140918,
20141010,
20141027,
19780530,
19960222,
19951211,
20080513,
20080702,
19951106,
19970621,
20020711,
20100812,
20110509,
20040830,
19981110,
19970411,
20121123,
20121213,
20101118,
19861029,
20110216,
20101202,
20070430,
20130102,
20130329,
20140218,
20041025,
19961024,
20071022,
20080724,
20070905,
20080627,
19970515,
20130425,
20130531,
20130619,
19910104,
20080625,
20130619,
20130912,
20131017,
20100503,
20100512,
20100830,
20100909,
20120723,
20110308,
20110518,
20110526,
20110901,
20050615,
20051110,
20060913,
20070615,
19981022,
19980716,
20070214,
19951106,
20020603,
19981124,
19931127,
20090508,
20070206,
20021010,
20120830,
20120914,
20051121,
20090623,
20100304,
20010926,
20070131,
20070313,
19890814,
20031127,
20081128,
20090703,
20090819,
20100406,
20081114,
20090109,
20090327,
20000824,
20001013,
20090612,
20140314,
20141028,
20000419,
20030428,
20100122,
20100129,
20170922,
20171023,
20170615,
20170719,
20170719,
20171031,
20170605,
20170629,
20170523,
20170302,
20170517,
20170223,
20170501,
20170518,
20170321,
20170510,
20171213,
20171213,
20180109,
20180102,
20171124,
20170515,
20171114,
20171221,
20180104,
20171103,
20171117,
20160609,
20180108,
20180213,
20161209,
20160421,
20160808,
20151202,
20160830,
20151118,
20151111,
20170208,
20161019,
20170118,
20151102,
20160129,
20160314,
20170803,
20161101,
20161220,
20160720,
20170726,
20170317,
20161123,
20170109,
20170203,
20170705,
20170821,
20170727,
20031112,
20150817,
20150817,
20170622,
20170814,
20160704,
20170118,
20170901,
20170405,
20161214,
20151008,
20150713,
19821124,
20111104,
20140709,
20151124,
20150529,
20150915,
20160115,
20160602,
20160203,
20150407,
20150427,
20151021,
20150908,
20151127,
20160426,
20160429,
20160428,
20150821,
20150529,
20160524,
20150923,
20160620,
20150324,
20150330,
20140813,
20140829,
20140904,
20140918,
20140926,
20141027,
20141031,
19940504,
20011009,
20000321,
20030708,
19981205,
19881129,
19941224,
19981205,
19980705,
20060707,
20141119,
20141215,
20141229,
20150102,
20150113,
20150114,
20150205,
20150225,
20060809,
20070518,
20070816,
19831116,
20150305,
20071016,
20100222,
20100304,
19931209,
19981204,
20040521,
20070828,
20080619,
20090210,
20130425,
20100317,
20100518,
20130610,
20131224,
20140103,
19990709,
20140121,
20130820,
20131008,
20131008,
20131023,
19910425,
19980901,
19970204,
20110323,
20110526,
20111010,
19990510,
19941103,
20121210,
20121227,
20130102,
20130122,
20140207,
20061107,
20070212,
19981114,
19920111,
20140403,
20140417,
20140424,
20140502,
20140530,
20140724,
20140807,
19930317,
20080711,
20080222,
20050105,
20030317,
20070105,
20000808,
20080421,
20080501,
20080513,
19811130,
20070725,
20000119,
20021226,
20030110,
20021025,
20040319,
19980319,
20120816,
20120914,
20120921,
20061115,
19990512,
20090501,
20090703,
20100329,
20030331,
19981204,
20050520,
20060719,
19981207,
20041007,
19970304,
20120427,
19990530,
20050421,
20060103,
20001219,
20040220,
19801230,
20040720,
20020720,
20020924,
19850215,
20051115,
19930831,
20040705,
20000509,
19981107,
20090604,
20130107,
19920702,
20010920,
20011009,
20090707,
20090824,
20090904,
20050610,
20090925,
20091120,
20091127,
20100126,
20100917,
20030712,
20100506,
20100601,
20100810,
20100830,
20120529,
20120615,
20120727,
20110506,
20110526,
20110812,
20110819,
20110915,
20101022,
20110201,
20110216,
20110223,
20101129,
20110106,
20110928,
20111004,
20111110,
20111128,
20120119,
20120203,
20120328,
20100402,
20100406,
20081110,
20081202,
19971017,
20090109,
20121026,
20121029,
20121105,
20121109,
20121121,
20140303,
20140324,
20140409,
20140507,
20140509,
20140526,
20140806,
19910408,
20140901,
20140904,
20140916,
20140930,
20141015,
20141020,
20141029,
20060124,
20030207,
19930309,
19991119,
20000929,
20030611,
19981208,
19940415,
20090312,
20090525,
20090617,
20030610,
20130402,
20001018,
19981028,
20010108,
20000909,
19981211,
20040712,
20070607,
20070126,
19980619,
20080318,
20020118,
20141110,
20051208,
19981212,
20070406,
20070531,
20050725,
20040407,
20131204,
20131204,
20131208,
20131209,
20131220,
20131223,
20040914,
20050416,
20050506,
20021207,
20061228,
20040818,
20010802,
20090710,
20060529,
20051208,
20071004,
20071012,
20071012,
20071015,
20080623,
20080707,
20080918,
20081030,
20081029,
20140312,
20090717,
20090806,
20090122,
20020617,
20020719,
20080811,
20090821,
20090821,
20100507,
20100603,
20100628,
20101201,
20101217,
19860828,
19970929,
19870802,
19990519,
20121205,
19981204,
19901116,
20010108,
19950531,
20020221,
20120822,
20120824,
20120912,
20120928,
20121011,
20121012,
19981203,
20121018,
20121019,
20110516,
20110615,
20110711,
20140312,
20090128,
20040210,
20050909,
20041216,
20020611,
20041007,
20140108,
20140115,
20140224,
20141127,
20141204,
20141217,
20060601,
19870428,
20051223,
20020919,
20110125,
20110304,
20100707,
20100709,
20100721,
20100816,
20100901,
20100927,
20101027,
20101104,
20111221,
20120113,
20120127,
20150111,
20150119,
20150202,
20150204,
20150210,
19980508,
20150224,
20150306,
20150311,
20141223,
20120328,
20120403,
20141113,
20140529,
20140529,
20140610,
20140702,
20130812,
20130822,
20130917,
20001002,
20131018,
20131113,
20131122,
20131122,
20131129,
20060829,
19981226,
20070731,
20050714,
20030115,
20120511,
20120518,
20120618,
20120220,
20120308,
20110711,
20100420,
20091126,
20091203,
20020626,
20070716,
20110816,
20110902,
20110907,
20110914,
20111010,
20111115,
20111205,
20120628,
20120702,
20050205,
20030714,
19950110,
20120727,
20120806,
20140729,
20000226,
20070620,
19971022,
20130125,
20130418,
20130429,
20130503,
20130605,
20130614,
20130617,
20130701,
20130713,
20130725,
20130130,
20130308,
20130312,
20130410,
20120817,
20120821,
20110111,
20110328,
20110330,
20120611,
20080812,
20080103,
20080201,
20080303,
20080321,
20080411,
20080428,
20090922,
20090930,
20091013,
20091112,
20050620,
20141127,
20020125,
20110504,
20150715,
20150702,
20150703,
19920921,
20150707,
20150407,
20150410,
20150413,
20150423,
20150608,
20150612,
20150626,
20151026,
20160223,
20150727,
20151023,
20150528,
20150601,
20150601,
20150618,
20160509,
20151105,
20160216,
20150828,
20160425,
20150930,
20160513,
20151014,
20160204,
20160621,
20160325,
20151118,
20150903,
20150903,
20160604,
20151130,
20150914,
20150917,
20150925,
20150720,
20150720,
20160321,
20160627,
20151008,
20160303,
20160516,
20160526,
20151104,
20150331,
20150402,
20150327,
20070409,
20051125,
20061212,
19971103,
20070418,
20091124,
20100126,
20100208,
20100308,
20040115,
20110322,
20100823,
20111227,
20161107,
20161107,
20161114,
20151124,
20151211,
20151211,
20160202,
20161125,
20160202,
20160202,
20160706,
20160706,
20170208,
20160225,
20160912,
20161111,
20161111,
20161102,
20151214,
20151218,
20161010,
20160728,
20170605,
20170822,
20170822,
20161017,
20170620,
20170620,
20170914,
20160921,
20160722,
20161004,
20161018,
20170118,
20170120,
20170405,
20161115,
20160707,
20170830,
20161121,
20161117,
20170728,
20160630,
20170413,
20170413,
20160708,
20170704,
20170311,
20160722,
20160817,
20161007,
20161007,
20160720,
20170719,
20170714,
20170801,
20161227,
20150506,
20150716,
20170816,
20160801,
20170626,
20161221,
20170720,
20170419,
20170328,
20170328,
20180212,
20180213,
20170306,
20170817,
20170817,
20160105,
20170804,
20170425,
20180102,
20170511,
20170524,
20170524,
20170609,
20170821,
20170821,
20170418,
20170418,
20170316,
20171207,
20171023,
20171226,
20171219,
20170721,
20170809,
20170529,
20170223,
20171018,
20180226,
20180125,
20180125,
20180129,
20180129,
20171011,
20180206,
20180206,
20171020,
20170919,
20171208,
20170928,
20161005,
20161230,
20161230,
20170125,
20170125,
20160706,
20160601,
20160601,
20180115,
20170105,
20160525,
20160330,
20160304,
20170119,
20160427,
20161128,
20161006,
20160428,
20160926,
20160226,
20160407,
20161028,
20140902,
20140905,
20140930,
20141015,
20141028,
20141103,
20020523,
20040223,
19971224,
19981212,
19990126,
20100118,
20090514,
20090806,
20050808,
19990128,
20041228,
20091120,
20100127,
20100226,
20090414,
20020704,
20090119,
20011004,
20060515,
20100712,
20101018,
20060220,
20021108,
20120419,
20120612,
20120202,
20120312,
20120810,
20000923,
20050817,
20061205,
20090619,
20141219,
20141223,
19981203,
20100611,
20101206,
20170912,
20170912,
20180221,
20170627,
20171128,
20170613,
20170529,
20130520,
20130607,
20130623,
20130713,
20130724,
20130801,
20130213,
20130402,
20130410,
20120810,
20081210,
20121115,
20140416,
20120323,
20071010,
20071015,
20101229,
20110323,
20110404,
20110506,
20120308,
20100311,
20100506,
20091210,
20071130,
20080116,
20080220,
20080321,
20080408,
20080414,
20040623,
20070425,
20031105,
20080610,
20090925,
20091007,
20091030,
20111026,
20111110,
20111214,
20141107,
20141111,
20140526,
20140602,
20140616,
20140716,
20130823,
20130905,
20131014,
20131101,
20131118,
20131125,
20131129,
20051219,
19930618,
20140123,
20141231,
20110504,
20110516,
20110530,
20060713,
20040812,
20020919,
20060602,
20050530,
20061012,
20020924,
20040818,
20041022,
19981111,
19850125,
19981228,
19981123,
20060316,
20120409,
20140507,
20140818,
20140825,
20080912,
20080918,
20011117,
20040719,
20140106,
20140108,
20140224,
20140225,
20141215,
20141229,
19991103,
19981211,
19970421,
20050331,
20131204,
20131208,
20131218,
20131223,
20041230,
20040917,
20060727,
20030127,
19951215,
20030109,
20110224,
20100701,
20100709,
20100805,
20100830,
20100927,
20101103,
20111221,
20120112,
20120201,
20120803,
20120912,
20120919,
20121011,
19960308,
20030128,
20061227,
19990324,
20150107,
20150114,
20150128,
20150205,
20150318,
20150224,
20150225,
20130903,
20131125,
20060308,
20121018,
19971105,
20121024,
20121030,
20121106,
20121119,
20140321,
19981128,
20140423,
20150312,
20130416,
20130503,
20171011,
20160427,
20160427,
20160905,
20171108,
20161130,
20170125,
20151211,
20160704,
20160808,
20160601,
20180125,
20180129,
20161125,
20160516,
20160524,
20160526,
20100308,
20160525,
20161230,
20180129,
20171123,
20161107,
20150720,
20160128,
20160216,
20160321,
20151023,
20160616,
20160303,
20160627,
20150822,
20150903,
20150903,
20160622,
20151130,
20150723,
20160307,
20160627,
20160404,
20150528,
20160302,
20160504,
20151023,
20151105,
20151030,
20150408,
20150410,
20150428,
20151104,
20160602,
20160223,
20150807,
20150807,
20150604,
20150623,
20170816,
20161221,
20161226,
20150702,
20170118,
20150403,
20080623,
20080703,
20170322,
20180129,
20171212,
20171023,
20170912,
20170314,
20171208,
20170928,
20170726,
20170821,
20180212,
20180209,
20170814,
20170218,
20171221,
20171213,
20170306,
20171026,
20121224,
20130607,
20170817,
20170526,
20170407,
20170419,
20160923,
20160712,
20170907,
20170426,
20170704,
20160722,
20170926,
20170627,
20170502,
20170804,
20170425,
20160726,
20160708,
20160225,
20160108,
20160817,
20160810,
20170413,
20170620,
20161111,
20170621,
20170719,
20170719,
20170801,
20170517,
20180115,
20161005,
20161208,
20170105,
20160314,
20160707,
20170320,
20170830,
20160427,
20160803,
20180123,
20160314,
20160229,
20160706,
20160407,
20051114,
20160330,
20151228,
20150603,
20170215,
20180105,
20170901,
20171121,
20180106,
20171227,
20171116,
20170615,
20170609,
20170425,
20170511,
20180227,
20171226,
20170531,
20170719,
20171019,
20170123,
20170317,
20171204,
20170731,
20160811,
20161007,
20161111,
20161210,
20170721,
20161024,
20160112,
20161116,
20161214,
20160729,
20170131,
20161012,
20130116,
20130319,
19990115,
20080507,
20090115,
20090413,
20020409,
20040818,
20010816,
19861124,
20020423,
19981119,
20130718,
20071212,
20080221,
20080415,
20150316,
,
20140620,
20140630,
19940511,
20060413,
20140805,
20140820,
20150112,
20150209,
20061004,
20041216,
20030312,
19870901,
19991215,
20090714,
20080717,
20080829,
20080917,
20101203,
20100730,
19940614,
20070312,
20061127,
20171113,
20160407,
20180110,
20151103,
20160926,
20150608,
20160630,
20160608,
20180207,
20171128,
19981127,
20070314,
20150420,
20150513,
19890828,
20020216,
20160129,
19910524,
19931230,
20150604,
20151130,
20090107,
20010906,
20040107,
20100222,
20100405,
20100816,
20111017,
20110208,
20110630,
20171121,
20171205,
20170320,
20170320,
20171124,
20180105,
20170220,
20171116,
20180126,
20180222,
20170516,
20170307,
20170808,
20170327,
20180119,
20171227,
20171016,
20170307,
20170817,
20170915,
20180116,
20171024,
20070221,
20120315,
20120326,
20131120,
20111017,
20071218,
19990115,
20111130,
20120614,
20120626,
20120710,
20110315,
20111017,
20120823,
20020905,
20140911,
20141016,
19981218,
20141112,
20141209,
20131122,
20131209,
20150909,
20130902,
20131108,
19970426,
19990109,
19981218,
20041029,
20070605,
20030127,
20140205,
20140306,
20120913,
20121018,
20121114,
20150526,
20150630,
20150722,
20150909,
20160218,
20150722,
20160126,
20160218,
20160330,
20160129,
20160330,
20150921,
20151012,
20151019,
20150326,
20150424,
20150424,
19961203,
19981205,
20000113,
20061220,
20010217,
20000320,
20160622,
20151104,
19991130,
20070501,
19880530,
20011020,
20020820,
20050107,
20010626,
20171128,
20180222,
20160608,
20160805,
20160913,
20160314,
20160905,
20171219,
20180110,
20160924,
20151118,
20170112,
20161210,
20161011,
20160329,
20160127,
20160826,
20151211,
20151223,
20161019,
20170201,
20161111,
20161123,
20170524,
20170125,
20161117,
20170411,
20160908,
20170414,
20101220,
20110707,
20110920,
19981202,
20020905,
20021121,
20040625,
20030512,
19981221,
20090420,
20090921,
20091112,
20080729,
20080902,
20081010,
20110106,
20110128,
20000229,
20020327,
19840829,
19981120,
20011226,
20071105,
20071220,
20080407,
19800116,
20140312,
20140306,
20140523,
20140627,
20140630,
20140709,
20140812,
20140825,
20140829,
20130812,
20150303,
19950411,
20060328,
20080620,
20090121,
19831209,
20070131,
19981127,
19960729,
19970529,
20000603,
20140128,
20140213,
19901006,
20120924,
20121019,
20121115,
20121220,
20130225,
20130415,
19990904,
19981208,
20010727,
19960104,
20060731,
20040428,
20020504,
20161210,
20170116,
20160704,
20150810,
20120309,
20120309,
20120320,
20120326,
20120420,
20131120,
20070222,
20130613,
20130823,
20131016,
20131018,
20060127,
20060601,
20050221,
20050513,
20020903,
20021115,
19991026,
20140929,
20141006,
20141017,
20141121,
20141224,
20150107,
20150120,
20150213,
20150227,
20011224,
20070628,
20010105,
19960913,
19981215,
20100624,
20111014,
20111104,
20120511,
20120524,
20120618,
20120709,
20120807,
20110701,
20090220,
20090924,
20091023,
20100916,
20101227,
20080423,
20050412,
20110616,
20110728,
20091222,
20100216,
20100318,
20100609,
20090303,
20131202,
20140108,
20021008,
20030208,
20041230,
20070129,
20020408,
20020816,
20060214,
20120906,
20060731,
20070123,
20070220,
20110407,
20121018,
20070702,
20060117,
20120613,
20120625,
20061025,
20070407,
20020911,
20031208,
20150302,
19990426,
20010316,
20001109,
20010806,
19990331,
20060823,
20070110,
20000517,
19930810,
20041203,
19970307,
20031226,
20020729,
20050629,
20010727,
19980323,
20031027,
20000115,
20120718,
20021018,
20140129,
20120223,
20120629,
20010410,
20030512,
20070205,
20070510,
20000422,
20061002,
20140318,
20140325,
20140409,
20140512,
20121106,
20121224,
20130103,
20130109,
20130109,
20130109,
20130109,
20130218,
19801230,
20130531,
20070510,
20110103,
20110114,
20110309,
20110321,
20110330,
20110624,
20110630,
20110721,
20110831,
20111006,
20111108,
20111226,
20030509,
20120724,
20120801,
20120904,
19990226,
20090416,
20090709,
20080227,
20080401,
20080428,
20080828,
20080910,
20081201,
20081017,
20091210,
20091210,
20100518,
20100623,
20100805,
20101125,
20100210,
20100323,
20091112,
20091113,
20120323,
20140723,
20140731,
20140929,
19941208,
20141201,
20141210,
20141215,
20141217,
20150107,
20150119,
20150126,
20150204,
20150212,
20150226,
20141015,
20141023,
20141117,
19981102,
20130711,
20021011,
20040607,
20020114,
20041203,
20000210,
20021029,
20021221,
20140605,
20140616,
20140616,
20140619,
20140708,
20130625,
20130807,
20130813,
20140129,
19950202,
20021204,
20050323,
20031208,
20050616,
19981104,
20061020,
19980919,
20070920,
20080130,
20051014,
20131206,
20090526,
20110718,
20110309,
20010604,
20031008,
20000919,
20120402,
20120418,
20120607,
20010710,
20031001,
20150327,
20150409,
19981103,
19990213,
20020524,
19960318,
19950921,
19990203,
19960311,
20150326,
20170518,
20170714,
20170712,
20170720,
20170828,
19980821,
20160705,
20160905,
20170508,
20170111,
20170912,
20150714,
20150805,
20150730,
20150708,
20150902,
20160511,
20151014,
20070711,
20151217,
20160215,
20160309,
20160205,
20160406,
20151021,
20160627,
20160628,
20150406,
20171108,
20171117,
20171117,
20151102,
20160517,
20160718,
20170915,
20171031,
20171107,
20160518,
20160419,
20160808,
20161115,
20160601,
20160603,
20151216,
20160118,
20161014,
20160223,
20161013,
20160929,
20151218,
20160901,
20170728,
20170728,
20170411,
20170112,
20170207,
20170602,
20161114,
20170419,
20170530,
20161128,
20160719,
20170517,
20050413,
20000721,
19990730,
20070510,
20000418,
20141027,
19991227,
20170717,
20170404,
20170317,
20170407,
20170227,
20170612,
20170904,
20171124,
20170308,
20170626,
20170413,
20180117,
20171228,
20170315,
20170908,
20170427,
20180202,
20180112,
20180112,
20170223,
20171219,
20171221,
20170810,
20170725,
20180126,
20171121,
20090212,
20100121,
20100520,
20100809,
20100308,
20090930,
20120320,
20140409,
19940705,
20121210,
20121231,
20130109,
20130109,
20130109,
20130204,
20110520,
20130523,
20130711,
20130807,
20131029,
20020402,
20030304,
20110107,
20110209,
20110319,
20110323,
20110621,
20110818,
20110902,
20111219,
20120213,
20031001,
19940705,
19970530,
20061207,
20090403,
20090416,
20090824,
20080411,
20080513,
20080818,
20081007,
19990319,
19981112,
20030502,
19990929,
20070313,
19990508,
20020917,
20140305,
20120502,
20101112,
20071227,
20140911,
20140929,
20141201,
20020620,
20020805,
19911122,
20040921,
20030114,
19961118,
20030826,
20141209,
20141216,
20150106,
20150108,
20150122,
20150127,
20150209,
20150216,
20141010,
20141028,
20141121,
20120910,
20051104,
19940421,
20050328,
20121008,
20070205,
20120611,
20120620,
20120711,
20031203,
20061030,
20060406,
20070910,
19890327,
20000522,
19940423,
20131202,
20101207,
20110718,
20120331,
20120402,
20140602,
20140611,
20140616,
20140708,
20020305,
20020531,
,
19980903,
19991030,
20021211,
20060203,
20141017,
20150417,
20150323,
20150331,
19990907,
20130510,
20131101,
20030702,
20140117,
20101021,
20160909,
20160419,
20151125,
20151103,
20161222,
20161017,
20160713,
20180219,
20160323,
20151111,
20160427,
20151113,
20171114,
20160118,
20160906,
20150520,
20160617,
20150720,
20160325,
20160121,
20150813,
20150605,
20150618,
20151001,
20160121,
20160104,
20140512,
20150701,
20151104,
20151207,
20151022,
20160217,
20151006,
20150616,
20151002,
20070601,
20171117,
20170619,
20180206,
20170418,
20171025,
20171114,
20170620,
20170814,
20171215,
20170315,
20170510,
20170707,
20161221,
20170728,
20170823,
20161110,
20170526,
20161014,
20170602,
20170501,
20170712,
20161118,
20170623,
20170411,
20180227,
20160608,
20170102,
20170126,
20161228,
20151127,
20171023,
20161019,
20030502,
20030613,
20040826,
20070613,
20070725,
20071030,
20071031,
20071106,
20071210,
20080102,
20120503,
20120508,
20120522,
20120618,
20120620,
20081028,
20120727,
20120813,
20120813,
20120827,
20081016,
20120906,
20120924,
20121012,
20121025,
20121112,
20030618,
20030722,
20030804,
20030924,
20031010,
20031210,
20031210,
20040109,
20121231,
20130104,
20130110,
20130111,
20130115,
20130124,
20040611,
20040910,
19971030,
20041020,
20130311,
20130312,
20130319,
20130327,
20130412,
20130429,
20130509,
20010926,
20130523,
20151016,
20150825,
20160414,
20160120,
20150526,
20160212,
20150604,
20160608,
20151014,
20150512,
20150513,
20150513,
20150608,
20100618,
20160317,
20151218,
20160527,
20150907,
20150713,
20160323,
20151203,
20160627,
20160308,
20160516,
20150724,
20150521,
20160419,
20121120,
20130607,
20130627,
20130702,
20130704,
20130711,
20130722,
20110615,
20050711,
20050920,
20051122,
20051212,
20060203,
20070108,
20070222,
20070223,
20070404,
20070413,
20070604,
20060223,
20060421,
20060516,
20060524,
20060622,
20060703,
20060728,
20060731,
20061109,
20130930,
20080527,
20080616,
20080710,
20080722,
20080902,
20080912,
20081009,
20081016,
20141128,
20141219,
20141230,
20141230,
20150115,
20150126,
20150130,
20150217,
20150309,
20150324,
20150406,
20150406,
20081118,
20081120,
20081205,
20090114,
20090211,
20090224,
20090402,
20090602,
20090603,
20090714,
20101019,
20150421,
20150430,
20150501,
20101115,
20150820,
20150820,
20151030,
20151028,
20160621,
20010822,
20010903,
20020124,
20091027,
19641224,
20000918,
20000918,
20000918,
19910222,
19890415,
19860630,
19750404,
20140128,
20140206,
20140220,
20150722,
20020509,
20020608,
20020909,
20020918,
20021011,
20140311,
20140311,
20140312,
20140325,
20140421,
20140425,
20140521,
20140521,
20150805,
20160429,
20150915,
20110810,
20110901,
20110905,
20110928,
20111010,
20111021,
20111111,
20111116,
20111116,
20111130,
20111207,
20111223,
20111223,
20120110,
20120118,
19930324,
20120127,
20120201,
20120206,
20120206,
20111202,
20080227,
20150709,
20080324,
20080418,
20080428,
20021105,
20140616,
20140625,
20000918,
20150330,
20090603,
20140630,
20140701,
20140702,
20140702,
20140708,
20140711,
20140717,
20140725,
20140806,
20140813,
20140822,
20140822,
20140826,
20140905,
20140905,
20140918,
20141010,
20141014,
20141022,
20021210,
20030107,
20030317,
20090901,
20091009,
20091027,
20091130,
20020608,
20131119,
20141119,
20141120,
20141125,
20141125,
20050315,
20050321,
20120330,
20120413,
20120416,
20120426,
20120427,
20131010,
20131031,
20131107,
20020608,
20131115,
20131119,
20131119,
20131128,
20150612,
19990122,
19990213,
19990325,
19990805,
20140103,
20020608,
20131119,
20131205,
20150714,
20150803,
19980309,
19981202,
19981215,
19981215,
19981221,
19970321,
20100218,
20100319,
20100524,
20100604,
20100610,
20100616,
20100719,
20100906,
20101007,
20101119,
20101223,
20110106,
20110126,
20110217,
20110308,
20110401,
20110411,
20110412,
20110504,
20150626,
20150528,
20150529,
20150619,
20000424,
20110513,
20110517,
20110603,
20110624,
20110630,
20150918,
19770307,
20110718,
20161227,
20151214,
20160909,
20160318,
20160923,
20170817,
20170803,
20170428,
20170605,
20160829,
20161209,
20161012,
20170621,
20170512,
20161205,
20161213,
20160912,
20170825,
20170825,
20170727,
20170119,
20161014,
20160804,
20170307,
20170425,
20170214,
20170705,
20161130,
20170221,
20170228,
20170303,
20161221,
20170718,
20170713,
20170721,
20161229,
20160801,
20150715,
19970422,
20010106,
20010329,
20010413,
20010706,
19981001,
19960516,
19960903,
20000918,
19951019,
20000918,
19940715,
19930319,
19930618,
19930703,
19920128,
20170608,
20161222,
20170405,
20170405,
20170213,
20161220,
20170221,
20140905,
20141103,
20120315,
20170720,
20171101,
20170829,
20171226,
20171117,
20170213,
20180126,
20180214,
20171128,
20171208,
20180214,
20170926,
20171129,
20170929,
20171030,
20171205,
20171012,
20170915,
20171025,
20171019,
20160818,
20161026,
20160906,
20160906,
20160920,
20161208,
20161024,
20160822,
20160919,
20170113,
20161024,
20151231,
20171227,
20171228,
20171228,
20171027,
20171113,
20180124,
20180219,
20180227,
20180125,
20160329,
20151110,
20170124,
20160302,
20151103,
20160912,
20151112,
20160318,
20161110,
20161125,
20160408,
20161219,
20161101,
20160422,
20170126,
20161018,
20160707,
20160202,
20161117,
20160728,
20160601,
20160630,
20161019,
19990109,
20041221,
20130205,
20130213,
20130404,
20071227,
20121116,
20030602,
20120801,
20120824,
20120827,
20120906,
20120907,
20120926,
20120619,
20120627,
20120727,
20171122,
20171221,
20170630,
20170620,
20170501,
20170717,
20171115,
20171215,
20180221,
20170427,
20170427,
20171201,
20171211,
20170921,
20171114,
20170313,
20180117,
20180123,
20170419,
20170419,
20170414,
20170324,
20170410,
20170919,
20170919,
20170413,
20171120,
20170524,
20170316,
20170515,
20180202,
20180112,
20180119,
20170420,
20170330,
20180131,
20180205,
20171018,
20171213,
20171010,
20171017,
20170926,
20170809,
20170809,
20170809,
20170410,
20171124,
20110909,
20130925,
20080509,
20080702,
20080710,
20080818,
20080918,
20081022,
20140214,
20140305,
20150622,
20080430,
19960116,
19960726,
19960921,
20140304,
20020608,
20141006,
19951124,
20000918,
19930323,
20000705,
20000803,
20110504,
20110517,
20110527,
20120316,
20080602,
20100210,
20070116,
20070308,
20070502,
20060418,
20060504,
20060529,
20060725,
20061026,
20070614,
20070731,
20071106,
20071203,
20080129,
20040512,
20130412,
20130509,
20130510,
20130607,
20130610,
20060629,
20130710,
20130718,
20051101,
20060120,
20120503,
20091228,
20031010,
20031217,
20040326,
20121203,
20130107,
20130111,
20130121,
20130201,
20040901,
